# CSM model "Johnson-Hearn" contributed by author K. Johnson and E. Hearn.
# Reference: Johnson (2024), doi:10.1029/ 2023JB027472.
# Last revised on 22 Aug 2024, this *.csv version assembled by K. Luttrell on 08 Oct 2024.
#
# This is a stressing_rate model.
# Tension is taken as positive (physics convention).
# This model provides both meaningful orientation and meaningful magnitude.
# It is defined for depths from 1 km to 15 km.
# These model values do not vary with depth.
#
# Data Columns:
# 1) Longitude in degrees, WGS84 (California has negative LON)
# 2) Latitude in degrees, WGS84
# 3) Depth in km relative to mean sea level (positive: below sea-level; negative: above sea-level)
# 4) See stressing rate tensor component in MPa/yr
# 5) Sen stressing rate tensor component in MPa/yr
# 6) Seu stressing rate tensor component in MPa/yr
# 7) Snn stressing rate tensor component in MPa/yr
# 8) Snu stressing rate tensor component in MPa/yr
# 9) Suu stressing rate tensor component in MPa/yr
# 10) SHmax angle in degrees East of North (calculated from tensor using Lund and Townend [2007] eqn. 11)
# 11) SHmax angle uncertainty in degrees (if provided by the author, NaN otherwise)
# 12) phi shape parameter (S1-S2)/(S1-S3) for positive tension (calculated from tensor as in Angelier [1979])
# 13) R stress ratio (S2-S3)/(S1-S3) for positive tension (calculated from tensor as in Gephart and Forsyth [1984])
# 14) Aphi Anderson modified shape parameter (calculated from tensor as in Simpson [1997])
# 15) isotropic pressure rate (S1+S2+S3)/3 in MPa/yr (calculated from tensor)
# 16) differential stressing rate (S1-S3) in MPa/yr (calculated from tensor)
# 17) maximum shear stressing rate "Von Mises stressing rate" (S1-S3)/2 in MPa/yr (calculated from tensor)
# 18) S1 most tensional principal stress rate in MPa/yr (eigenvalues calculated from tensor)
# 19) S2 intermediate principal stress rate in MPa/yr
# 20) S3 most compressional principal stress rate in MPa/yr
# 21) V1x unit vector component of most tensional principal axis (eigenvectors calculated from tensor)
# 22) V1y unit vector component of most tensional principal axis (NOTE: principal axes are bi-directional)
# 23) V1z unit vector component of most tensional principal axis (unit vector given for above-horizontal end)
# 24) V2x unit vector component of intermediate principal axis
# 25) V2y unit vector component of intermediate principal axis
# 26) V2z unit vector component of intermediate principal axis
# 27) V3x unit vector component of most compressional principal axis
# 28) V3y unit vector component of most compressional principal axis
# 29) V3z unit vector component of most compressional principal axis
# 30) V1 plunge of most tensional principal axis in degrees below horizontal (calculated from eigenvectors)
# 31) V2 plunge of intermediate principal axis in degrees below horizontal
# 32) V3 plunge of most compressional principal axis in degrees below horizontal
# 33) V1 azimuth of most tensional principal axis in degrees East of North     (calculated from eigenvectors)
# 34) V2 azimuth of intermediate principal axis in degrees East of North       (NOTE: principal axes are bi-directional)
# 35) V3 azimuth of most compressional principal axis in degrees East of North (azimuth given for below-horizontal end)
# 
# LON,LAT,DEP,See,Sen,Seu,Snn,Snu,Suu,SHmax,SHmax_unc,phi,R,Aphi,iso,dif,mss,S1,S2,S3,V1x,V1y,V1z,V2x,V2y,V2z,V3x,V3y,V3z,V1pl,V2pl,V3pl,V1azi,V2azi,V3azi
"-118.8452",33.4169,9,0.001049,-4e-06,0,-0.003839,0,0,0.048,,0.215,0.785,1.785,-0.00093,0.004888,0.002444,0.001049,0,-0.003839,-1,0.001,0,0,0,1,0.001,1,0,0,90,0,90.048,180,180.048
"-118.8452",33.4349,9,0.001044,-8e-06,0,-0.003858,0,0,0.099,,0.213,0.787,1.787,-0.000938,0.004901,0.002451,0.001044,0,-0.003858,-1,0.002,0,0,0,1,0.002,1,0,0,90,0,90.099,180,180.099
"-118.8452",33.4529,9,0.001037,-1.3e-05,0,-0.003877,0,0,0.146,,0.211,0.789,1.789,-0.000946,0.004914,0.002457,0.001037,0,-0.003877,-1,0.003,0,0,0,1,0.003,1,0,0,90,0,90.146,180,180.146
"-118.8452",33.4708,9,0.00103,-1.6e-05,0,-0.003895,0,0,0.19,,0.209,0.791,1.791,-0.000955,0.004926,0.002463,0.00103,0,-0.003895,-1,0.003,0,0,0,1,0.003,1,0,0,90,0,90.19,180,180.19
"-118.8452",33.4888,9,0.001023,-2e-05,0,-0.003914,0,0,0.232,,0.207,0.793,1.793,-0.000964,0.004938,0.002469,0.001023,0,-0.003914,-1,0.004,0,0,0,1,0.004,1,0,0,90,0,90.232,180,180.232
"-118.8452",33.5068,9,0.001016,-2.3e-05,0,-0.003933,0,0,0.27,,0.205,0.795,1.795,-0.000972,0.00495,0.002475,0.001016,0,-0.003933,-1,0.005,0,0,0,1,0.005,1,0,0,90,0,90.27,180,180.27
"-118.8452",33.5248,9,0.00101,-2.6e-05,0,-0.003953,0,0,0.305,,0.203,0.797,1.797,-0.000981,0.004963,0.002481,0.00101,0,-0.003953,-1,0.005,0,0,0,1,0.005,1,0,0,90,0,90.305,180,180.305
"-118.8452",33.5428,9,0.001003,-2.9e-05,0,-0.003973,0,0,0.336,,0.202,0.798,1.798,-0.00099,0.004977,0.002488,0.001003,0,-0.003973,-1,0.006,0,0,0,1,0.006,1,0,0,90,0,90.336,180,180.336
"-118.8452",33.5608,9,0.000998,-3.2e-05,0,-0.003994,0,0,0.364,,0.2,0.8,1.8,-0.000999,0.004992,0.002496,0.000998,0,-0.003994,-1,0.006,0,0,0,1,0.006,1,0,0,90,0,90.364,180,180.364
"-118.8452",33.5788,9,0.000993,-3.4e-05,0,-0.004016,0,0,0.389,,0.198,0.802,1.802,-0.001008,0.00501,0.002505,0.000993,0,-0.004016,-1,0.007,0,0,0,1,0.007,1,0,0,90,0,90.389,180,180.389
"-118.8452",33.5968,9,0.00099,-3.6e-05,0,-0.00404,0,0,0.41,,0.197,0.803,1.803,-0.001017,0.00503,0.002515,0.00099,0,-0.00404,-1,0.007,0,0,0,1,0.007,1,0,0,90,0,90.41,180,180.41
"-118.8452",33.6148,9,0.00099,-3.8e-05,0,-0.004065,0,0,0.427,,0.196,0.804,1.804,-0.001025,0.005055,0.002528,0.00099,0,-0.004066,-1,0.007,0,0,0,1,0.007,1,0,0,90,0,90.427,180,180.427
"-118.8452",33.6327,9,0.000991,-3.9e-05,0,-0.004093,0,0,0.441,,0.195,0.805,1.805,-0.001034,0.005084,0.002542,0.000991,0,-0.004093,-1,0.008,0,0,0,1,0.008,1,0,0,90,0,90.441,180,180.441
"-118.8452",33.6507,9,0.000989,-3.9e-05,0,-0.004119,0,0,0.441,,0.194,0.806,1.806,-0.001043,0.005108,0.002554,0.000989,0,-0.004119,-1,0.008,0,0,0,1,0.008,1,0,0,90,0,90.441,180,180.441
"-118.8452",33.6687,9,0.000968,-3.7e-05,0,-0.004142,0,0,0.415,,0.189,0.811,1.811,-0.001058,0.00511,0.002555,0.000968,0,-0.004142,-1,0.007,0,0,0,1,0.007,1,0,0,90,0,90.415,180,180.415
"-118.8452",33.6867,9,0.000944,-3.9e-05,0,-0.004165,0,0,0.438,,0.185,0.815,1.815,-0.001074,0.00511,0.002555,0.000944,0,-0.004166,-1,0.008,0,0,0,1,0.008,1,0,0,90,0,90.438,180,180.438
"-118.8452",33.7047,9,0.000921,-4.3e-05,0,-0.004189,0,0,0.483,,0.18,0.82,1.82,-0.001089,0.00511,0.002555,0.000921,0,-0.004189,-1,0.008,0,0,0,1,0.008,1,0,0,90,0,90.483,180,180.483
"-118.8452",33.7227,9,0.000899,-4.9e-05,0,-0.004212,0,0,0.544,,0.176,0.824,1.824,-0.001105,0.005112,0.002556,0.000899,0,-0.004213,-1,0.009,0,0,0,1,0.009,1,0,0,90,0,90.544,180,180.544
"-118.8452",33.7407,9,0.000878,-5.5e-05,0,-0.004235,0,0,0.614,,0.172,0.828,1.828,-0.001119,0.005114,0.002557,0.000878,0,-0.004236,-1,0.011,0,0,0,1,0.011,1,0,0,90,0,90.614,180,180.614
"-118.8452",33.7587,9,0.000858,-6.2e-05,0,-0.004258,0,0,0.691,,0.168,0.832,1.832,-0.001134,0.005117,0.002559,0.000858,0,-0.004259,-1,0.012,0,0,0,1,0.012,1,0,0,90,0,90.691,180,180.691
"-118.8452",33.7767,9,0.000839,-6.9e-05,0,-0.004281,0,0,0.771,,0.164,0.836,1.836,-0.001147,0.005122,0.002561,0.00084,0,-0.004282,-1,0.013,0,0,0,1,0.013,1,0,0,90,0,90.771,180,180.771
"-118.8452",33.7946,9,0.000821,-7.6e-05,0,-0.004304,0,0,0.852,,0.16,0.84,1.84,-0.001161,0.005127,0.002564,0.000823,0,-0.004305,-1,0.015,0,0,0,1,0.015,1,0,0,90,0,90.852,180,180.852
"-118.8452",33.8126,9,0.000806,-8.3e-05,0,-0.004327,0,0,0.929,,0.157,0.843,1.843,-0.001174,0.005136,0.002568,0.000807,0,-0.004328,-1,0.016,0,0,0,1,0.016,1,0,0,90,0,90.929,180,180.929
"-118.8452",33.8306,9,0.000793,-9e-05,0,-0.004351,0,0,0.999,,0.154,0.846,1.846,-0.001186,0.005148,0.002574,0.000795,0,-0.004353,-1,0.017,0,0,0,1,0.017,1,0,0,90,0,90.999,180,180.999
"-118.8452",33.8486,9,0.000784,-9.5e-05,0,-0.004378,0,0,1.05,,0.152,0.848,1.848,-0.001198,0.005166,0.002583,0.000786,0,-0.00438,-1,0.018,0,0,0,1,0.018,1,0,0,90,0,91.05,180,181.05
"-118.8452",33.8666,9,0.000781,-9.7e-05,0,-0.004408,0,0,1.067,,0.151,0.849,1.849,-0.001209,0.005192,0.002596,0.000782,0,-0.004409,-1,0.019,0,0,0,1,0.019,1,0,0,90,0,91.067,180,181.067
"-118.8452",33.8846,9,0.000777,-9.5e-05,0,-0.004439,0,0,1.048,,0.149,0.851,1.851,-0.001221,0.005219,0.00261,0.000778,0,-0.004441,-1,0.018,0,0,0,1,0.018,1,0,0,90,0,91.048,180,181.048
"-118.8452",33.9026,9,0.00076,-9.6e-05,0,-0.004468,0,0,1.055,,0.146,0.854,1.854,-0.001236,0.005231,0.002616,0.000762,0,-0.00447,-1,0.018,0,0,0,1,0.018,1,0,0,90,0,91.055,180,181.055
"-118.8452",33.9206,9,0.000734,-9.9e-05,0,-0.004491,0,0,1.089,,0.141,0.859,1.859,-0.001252,0.005229,0.002614,0.000736,0,-0.004493,-1,0.019,0,0,0,1,0.019,1,0,0,90,0,91.089,180,181.089
"-118.8452",33.9386,9,0.000706,-0.000102,0,-0.00451,0,0,1.118,,0.136,0.864,1.864,-0.001268,0.005219,0.00261,0.000708,0,-0.004512,-1,0.02,0,0,0,1,0.02,1,0,0,90,0,91.118,180,181.118
"-118.8452",33.9565,9,0.000674,-0.000103,0,-0.004525,0,0,1.139,,0.13,0.87,1.87,-0.001284,0.005203,0.002602,0.000676,0,-0.004527,-1,0.02,0,0,0,1,0.02,1,0,0,90,0,91.139,180,181.139
"-118.8452",33.9745,9,0.000639,-0.000104,0,-0.004537,0,0,1.147,,0.124,0.876,1.876,-0.0013,0.00518,0.00259,0.000641,0,-0.004539,-1,0.02,0,0,0,1,0.02,1,0,0,90,0,91.147,180,181.147
"-118.8452",33.9925,9,0.000599,-0.000102,0,-0.004546,0,0,1.136,,0.117,0.883,1.883,-0.001315,0.005149,0.002575,0.000601,0,-0.004548,-1,0.02,0,0,0,1,0.02,1,0,0,90,0,91.136,180,181.136
"-118.8452",34.0105,9,0.000561,-0.000116,0,-0.004591,0,0,1.287,,0.109,0.891,1.891,-0.001343,0.005157,0.002579,0.000564,0,-0.004594,-1,0.022,0,0,0,1,0.022,1,0,0,90,0,91.287,180,181.287
"-118.8452",34.0285,9,0.000518,-0.000132,0,-0.004662,0,0,1.463,,0.1,0.9,1.9,-0.001382,0.005187,0.002593,0.000521,0,-0.004666,-1,0.026,0,0,0,1,0.026,1,0,0,90,0,91.463,180,181.463
"-118.8452",34.0465,9,0.000462,-0.000136,0,-0.004739,0,0,1.502,,0.089,0.911,1.911,-0.001426,0.005208,0.002604,0.000466,0,-0.004743,-1,0.026,0,0,0,1,0.026,1,0,0,90,0,91.502,180,181.502
"-118.8452",34.0645,9,0.0004,-0.000132,0,-0.00482,0,0,1.443,,0.077,0.923,1.923,-0.001474,0.005227,0.002613,0.000403,0,-0.004824,-1,0.025,0,0,0,1,0.025,1,0,0,90,0,91.443,180,181.443
"-118.8452",34.0825,9,0.000334,-0.00012,0,-0.004906,0,0,1.316,,0.064,0.936,1.936,-0.001524,0.005246,0.002623,0.000337,0,-0.004909,-1,0.023,0,0,0,1,0.023,1,0,0,90,0,91.316,180,181.316
"-118.8452",34.1004,9,0.000263,-0.000101,0,-0.005,0,0,1.099,,0.05,0.95,1.95,-0.001579,0.005266,0.002633,0.000265,0,-0.005002,-1,0.019,0,0,0,1,0.019,1,0,0,90,0,91.099,180,181.099
"-118.8452",34.1184,9,0.000214,-9.8e-05,0,-0.00517,0,0,1.04,,0.04,0.96,1.96,-0.001652,0.005387,0.002694,0.000216,0,-0.005171,-1,0.018,0,0,0,1,0.018,1,0,0,90,0,91.04,180,181.04
"-118.8452",34.1364,9,0.000286,-0.000165,0,-0.005547,0,0,1.615,,0.05,0.95,1.95,-0.001754,0.005843,0.002922,0.000291,0,-0.005552,-1,0.028,0,0,0,1,0.028,1,0,0,90,0,91.615,180,181.615
"-118.8452",34.1544,9,0.000336,-0.000176,0,-0.005919,0,0,1.613,,0.054,0.946,1.946,-0.001861,0.006265,0.003133,0.000341,0,-0.005924,-1,0.028,0,0,0,1,0.028,1,0,0,90,0,91.613,180,181.613
"-118.8452",34.1724,9,0.000363,-0.000141,0,-0.006274,0,0,1.215,,0.055,0.945,1.945,-0.00197,0.006643,0.003321,0.000366,0,-0.006277,-1,0.021,0,0,0,1,0.021,1,0,0,90,0,91.215,180,181.215
"-118.8452",34.1904,9,0.00037,-5e-05,0,-0.006614,0,0,0.41,,0.053,0.947,1.947,-0.002081,0.006984,0.003492,0.00037,0,-0.006614,-1,0.007,0,0,0,1,0.007,1,0,0,90,0,90.41,180,180.41
"-118.8452",34.2084,9,0.00024,1.5e-05,0,-0.006899,0,0,-0.124,,0.034,0.966,1.966,-0.00222,0.007139,0.003569,0.00024,0,-0.006899,-1,-0.002,-0,0,0,1,-0.002,1,0,-0,90,0,89.876,180,179.876
"-118.8452",34.2264,9,1.5e-05,2.1e-05,0,-0.007325,0,0,-0.162,,0.002,0.998,1.998,-0.002437,0.00734,0.00367,1.5e-05,0,-0.007325,-1,-0.003,-0,0,0,1,-0.003,1,0,-0,90,0,89.838,180,179.838
"-118.8452",34.2444,9,6.9e-05,0.000176,0,-0.008083,0,0,-1.234,,0.009,0.991,1.991,-0.002671,0.00816,0.00408,7.3e-05,0,-0.008087,-1,-0.022,-0,0,0,1,-0.022,1,0,-0,90,0,88.766,180,178.766
"-118.8452",34.2623,9,0.00054,0.000402,0,-0.009232,0,0,-2.349,,0.057,0.943,1.943,-0.002897,0.009805,0.004903,0.000557,0,-0.009248,-0.999,-0.041,-0,0,0,1,-0.041,0.999,0,-0,90,0,87.651,180,177.651
"-118.8452",34.2803,9,0.000598,0.000459,0,-0.009801,0,0,-2.522,,0.059,0.941,1.941,-0.003067,0.01044,0.00522,0.000619,0,-0.009821,-0.999,-0.044,-0,0,0,1,-0.044,0.999,0,-0,90,0,87.478,180,177.478
"-118.8452",34.2983,9,0.000372,0.000487,0,-0.009973,0,0,-2.688,,0.038,0.962,1.962,-0.0032,0.010391,0.005195,0.000395,0,-0.009996,-0.999,-0.047,-0,0,0,1,-0.047,0.999,0,-0,90,0,87.312,180,177.312
"-118.8452",34.3163,9,0.000331,0.000604,0,-0.010239,0,0,-3.259,,0.034,0.966,1.966,-0.003303,0.010638,0.005319,0.000365,0,-0.010273,-0.998,-0.057,-0,0,0,1,-0.057,0.998,0,-0,90,0,86.741,180,176.741
"-118.8452",34.3343,9,0.000525,0.000816,0,-0.010621,0,0,-4.163,,0.052,0.948,1.948,-0.003365,0.011265,0.005632,0.000584,0,-0.01068,-0.997,-0.073,-0,0,0,1,-0.073,0.997,0,-0,90,0,85.837,180,175.837
"-118.8452",34.3523,9,0.000598,0.000884,0,-0.010878,0,0,-4.381,,0.057,0.943,1.943,-0.003427,0.011612,0.005806,0.000666,0,-0.010946,-0.997,-0.076,-0,0,0,1,-0.076,0.997,0,-0,90,0,85.619,180,175.619
"-118.8452",34.3703,9,0.00068,0.00092,0,-0.011118,0,0,-4.432,,0.063,0.937,1.937,-0.003479,0.011941,0.005971,0.000752,0,-0.01119,-0.997,-0.077,-0,0,0,1,-0.077,0.997,0,-0,90,0,85.568,180,175.568
"-118.8452",34.3883,9,0.00092,0.000967,0,-0.011423,0,0,-4.451,,0.08,0.92,1.92,-0.003501,0.012494,0.006247,0.000996,0,-0.011498,-0.997,-0.078,-0,0,0,1,-0.078,0.997,0,-0,90,0,85.549,180,175.549
"-118.8452",34.4063,9,0.001396,0.001015,0,-0.011643,0,0,-4.425,,0.112,0.888,1.888,-0.003416,0.013196,0.006598,0.001475,0,-0.011722,-0.997,-0.077,-0,0,0,1,-0.077,0.997,0,-0,90,0,85.575,180,175.575
"-118.8452",34.4242,9,0.00183,0.00108,0,-0.011757,0,0,-4.517,,0.139,0.861,1.861,-0.003309,0.013757,0.006879,0.001916,0,-0.011842,-0.997,-0.079,-0,0,0,1,-0.079,0.997,0,-0,90,0,85.483,180,175.483
"-118.8452",34.4422,9,0.002227,0.00115,0,-0.011834,0,0,-4.643,,0.163,0.837,1.837,-0.003202,0.014249,0.007124,0.002321,0,-0.011928,-0.997,-0.081,-0,0,0,1,-0.081,0.997,0,-0,90,0,85.357,180,175.357
"-118.8452",34.4602,9,0.002599,0.001212,0,-0.011896,0,0,-4.746,,0.184,0.816,1.816,-0.003099,0.014696,0.007348,0.0027,0,-0.011996,-0.997,-0.083,-0,0,0,1,-0.083,0.997,0,-0,90,0,85.254,180,175.254
"-118.8452",34.4782,9,0.002946,0.001246,0,-0.011952,0,0,-4.749,,0.202,0.798,1.798,-0.003002,0.015105,0.007552,0.003049,0,-0.012055,-0.997,-0.083,-0,0,0,1,-0.083,0.997,0,-0,90,0,85.251,180,175.251
"-118.8452",34.4962,9,0.003283,0.00126,0,-0.011974,0,0,-4.69,,0.219,0.781,1.781,-0.002897,0.015463,0.007732,0.003386,0,-0.012077,-0.997,-0.082,-0,0,0,1,-0.082,0.997,0,-0,90,0,85.31,180,175.31
"-118.8452",34.5142,9,0.003632,0.001324,0,-0.011991,0,0,-4.81,,0.236,0.764,1.764,-0.002786,0.015846,0.007923,0.003743,0,-0.012102,-0.996,-0.084,-0,0,0,1,-0.084,0.996,0,-0,90,0,85.19,180,175.19
"-118.8452",34.5322,9,0.003983,0.001404,0,-0.012023,0,0,-4.974,,0.253,0.747,1.747,-0.00268,0.016251,0.008125,0.004105,0,-0.012146,-0.996,-0.087,-0,0,0,1,-0.087,0.996,0,-0,90,0,85.026,180,175.026
"-118.8452",34.5502,9,0.00433,0.00149,0,-0.012058,0,0,-5.153,,0.268,0.732,1.732,-0.002576,0.016657,0.008329,0.004465,0,-0.012193,-0.996,-0.09,-0,0,0,1,-0.09,0.996,0,-0,90,0,84.847,180,174.847
"-118.8452",34.5682,9,0.004543,0.001512,0,-0.011901,0,0,-5.21,,0.28,0.72,1.72,-0.002453,0.016719,0.00836,0.004681,0,-0.012039,-0.996,-0.091,-0,0,0,1,-0.091,0.996,0,-0,90,0,84.79,180,174.79
"-118.8452",34.5861,9,0.004785,0.001548,0,-0.011798,0,0,-5.287,,0.292,0.708,1.708,-0.002337,0.016869,0.008435,0.004928,0,-0.011941,-0.996,-0.092,-0,0,0,1,-0.092,0.996,0,-0,90,0,84.713,180,174.713
"-118.8452",34.6041,9,0.005067,0.001597,0,-0.011754,0,0,-5.376,,0.305,0.695,1.695,-0.002229,0.017122,0.008561,0.005218,0,-0.011904,-0.996,-0.094,-0,0,0,1,-0.094,0.996,0,-0,90,0,84.624,180,174.624
"-118.8452",34.6221,9,0.005389,0.001652,0,-0.011768,0,0,-5.45,,0.317,0.683,1.683,-0.002126,0.017472,0.008736,0.005547,0,-0.011925,-0.995,-0.095,-0,0,0,1,-0.095,0.995,0,-0,90,0,84.55,180,174.55
"-118.8452",34.6401,9,0.005713,0.001716,0,-0.01179,0,0,-5.547,,0.33,0.67,1.67,-0.002026,0.017836,0.008918,0.00588,0,-0.011957,-0.995,-0.097,-0,0,0,1,-0.097,0.995,0,-0,90,0,84.453,180,174.453
"-118.8452",34.6581,9,0.005918,0.001802,0,-0.011665,0,0,-5.793,,0.34,0.66,1.66,-0.001916,0.017949,0.008974,0.006101,0,-0.011848,-0.995,-0.101,-0,0,0,1,-0.101,0.995,0,-0,90,0,84.207,180,174.207
"-118.8452",34.6761,9,0.006125,0.00188,0,-0.011545,0,0,-6.008,,0.35,0.65,1.65,-0.001807,0.018066,0.009033,0.006323,0,-0.011743,-0.995,-0.105,-0,0,0,1,-0.105,0.995,0,-0,90,0,83.992,180,173.992
"-118.8452",34.6941,9,0.006368,0.001949,0,-0.011472,0,0,-6.163,,0.36,0.64,1.64,-0.001701,0.01826,0.00913,0.006578,0,-0.011682,-0.994,-0.107,-0,0,0,1,-0.107,0.994,0,-0,90,0,83.837,180,173.837
"-118.8452",34.7121,9,0.006595,0.002023,0,-0.011414,0,0,-6.332,,0.369,0.631,1.631,-0.001606,0.018459,0.009229,0.00682,0,-0.011639,-0.994,-0.11,-0,0,0,1,-0.11,0.994,0,-0,90,0,83.668,180,173.668
"-118.8452",34.7301,9,0.006677,0.002089,0,-0.010963,0,0,-6.661,,0.382,0.618,1.618,-0.001429,0.018128,0.009064,0.006921,0,-0.011207,-0.993,-0.116,-0,0,0,1,-0.116,0.993,0,-0,90,0,83.339,180,173.339
"-118.8452",34.748,9,0.006907,0.002114,0,-0.010549,0,0,-6.809,,0.399,0.601,1.601,-0.001214,0.01796,0.00898,0.007159,0,-0.010801,-0.993,-0.119,-0,0,0,1,-0.119,0.993,0,-0,90,0,83.191,180,173.191
"-118.8452",34.766,9,0.007361,0.002092,0,-0.010208,0,0,-6.696,,0.421,0.579,1.579,-0.000949,0.01806,0.00903,0.007606,0,-0.010454,-0.993,-0.117,-0,0,0,1,-0.117,0.993,0,-0,90,0,83.304,180,173.304
"-118.8452",34.784,9,0.008266,0.002058,0,-0.010057,0,0,-6.331,,0.452,0.548,1.548,-0.000597,0.01878,0.00939,0.008495,0,-0.010285,-0.994,-0.11,-0,0,0,1,-0.11,0.994,0,-0,90,0,83.669,180,173.669
"-118.8452",34.802,9,0.009743,0.002065,0,-0.010131,0,0,-5.87,,0.49,0.51,1.51,-0.000129,0.020299,0.01015,0.009956,0,-0.010343,-0.995,-0.102,-0,0,0,1,-0.102,0.995,0,-0,90,0,84.13,180,174.13
"-118.8452",34.82,9,0.010471,0.002811,0,-0.00926,0,0,-7.952,,0.53,0.47,1.47,0.000404,0.020517,0.010258,0.010864,0,-0.009653,-0.99,-0.138,-0,0,0,1,0.138,-0.99,0,-0,90,0,82.048,180,352.048
"-118.8452",34.838,9,0.010785,0.002751,0,-0.009008,0,0,-7.766,,0.543,0.457,1.457,0.000592,0.020543,0.010271,0.01116,0,-0.009383,-0.991,-0.135,-0,0,0,1,0.135,-0.991,0,-0,90,0,82.234,180,352.234
"-118.8452",34.856,9,0.007604,0.002016,0,-0.009206,0,0,-6.744,,0.454,0.546,1.546,-0.000534,0.017288,0.008644,0.007843,0,-0.009445,-0.993,-0.117,-0,0,0,1,-0.117,0.993,0,-0,90,0,83.256,180,173.256
"-118.8452",34.874,9,0.005971,0.00155,0,-0.00924,0,0,-5.759,,0.395,0.605,1.605,-0.00109,0.015524,0.007762,0.006127,0,-0.009397,-0.995,-0.1,-0,0,0,1,-0.1,0.995,0,-0,90,0,84.241,180,174.241
"-118.8452",34.892,9,0.005106,0.001403,0,-0.008989,0,0,-5.631,,0.365,0.635,1.635,-0.001294,0.014372,0.007186,0.005245,0,-0.009127,-0.995,-0.098,-0,0,0,1,-0.098,0.995,0,-0,90,0,84.369,180,174.369
"-118.8452",34.9099,9,0.004752,0.001423,0,-0.008422,0,0,-6.096,,0.364,0.636,1.636,-0.001223,0.013477,0.006739,0.004904,0,-0.008574,-0.994,-0.106,-0,0,0,1,-0.106,0.994,0,-0,90,0,83.904,180,173.904
"-118.8452",34.9279,9,0.004482,0.001425,0,-0.007999,0,0,-6.432,,0.363,0.637,1.637,-0.001172,0.012802,0.006401,0.004642,0,-0.008159,-0.994,-0.112,-0,0,0,1,-0.112,0.994,0,-0,90,0,83.568,180,173.568
"-118.8452",34.9459,9,0.004291,0.001427,0,-0.007666,0,0,-6.711,,0.363,0.637,1.637,-0.001125,0.012293,0.006147,0.004459,0,-0.007834,-0.993,-0.117,-0,0,0,1,-0.117,0.993,0,-0,90,0,83.289,180,173.289
"-118.8452",34.9639,9,0.004179,0.001443,0,-0.007448,0,0,-6.968,,0.364,0.636,1.636,-0.00109,0.011979,0.005989,0.004355,0,-0.007624,-0.993,-0.121,-0,0,0,1,-0.121,0.993,0,-0,90,0,83.032,180,173.032
"-118.8452",34.9819,9,0.004055,0.001357,0,-0.007324,0,0,-6.708,,0.36,0.64,1.64,-0.00109,0.011698,0.005849,0.004215,0,-0.007484,-0.993,-0.117,-0,0,0,1,-0.117,0.993,0,-0,90,0,83.292,180,173.292
"-118.8452",34.9999,9,0.003917,0.001288,0,-0.007175,0,0,-6.537,,0.357,0.643,1.643,-0.001086,0.011387,0.005693,0.004065,0,-0.007322,-0.993,-0.114,-0,0,0,1,-0.114,0.993,0,-0,90,0,83.463,180,173.463
"-118.8452",35.0179,9,0.003796,0.001234,0,-0.007027,0,0,-6.423,,0.354,0.646,1.646,-0.001077,0.0111,0.00555,0.003935,0,-0.007166,-0.994,-0.112,-0,0,0,1,-0.112,0.994,0,-0,90,0,83.577,180,173.577
"-118.8452",35.0359,9,0.003697,0.001201,0,-0.006876,0,0,-6.398,,0.353,0.647,1.647,-0.00106,0.010842,0.005421,0.003831,0,-0.007011,-0.994,-0.111,-0,0,0,1,-0.111,0.994,0,-0,90,0,83.602,180,173.602
"-118.8452",35.0539,9,0.003597,0.001181,0,-0.006696,0,0,-6.461,,0.353,0.647,1.647,-0.001033,0.01056,0.00528,0.003731,0,-0.006829,-0.994,-0.113,-0,0,0,1,-0.113,0.994,0,-0,90,0,83.539,180,173.539
"-118.8452",35.0718,9,0.003475,0.001144,0,-0.006468,0,0,-6.481,,0.353,0.647,1.647,-0.000998,0.010203,0.005102,0.003605,0,-0.006598,-0.994,-0.113,-0,0,0,1,-0.113,0.994,0,-0,90,0,83.519,180,173.519
"-118.8452",35.0898,9,0.003311,0.001089,0,-0.0062,0,0,-6.447,,0.352,0.648,1.648,-0.000963,0.009756,0.004878,0.003434,0,-0.006323,-0.994,-0.112,-0,0,0,1,-0.112,0.994,0,-0,90,0,83.553,180,173.553
"-118.8452",35.1078,9,0.003105,0.001023,0,-0.005944,0,0,-6.373,,0.347,0.653,1.653,-0.000946,0.009278,0.004639,0.00322,0,-0.006058,-0.994,-0.111,-0,0,0,1,-0.111,0.994,0,-0,90,0,83.627,180,173.627
"-118.8452",35.1258,9,0.002953,0.000963,0,-0.005766,0,0,-6.229,,0.342,0.658,1.658,-0.000938,0.00893,0.004465,0.003058,0,-0.005871,-0.994,-0.109,-0,0,0,1,-0.109,0.994,0,-0,90,0,83.771,180,173.771
"-118.8452",35.1438,9,0.002836,0.000909,0,-0.005627,0,0,-6.065,,0.339,0.661,1.661,-0.00093,0.008656,0.004328,0.002932,0,-0.005723,-0.994,-0.106,-0,0,0,1,-0.106,0.994,0,-0,90,0,83.935,180,173.935
"-118.8452",35.1618,9,0.002733,0.000861,0,-0.005504,0,0,-5.902,,0.335,0.665,1.665,-0.000923,0.008415,0.004208,0.002822,0,-0.005593,-0.995,-0.103,-0,0,0,1,-0.103,0.995,0,-0,90,0,84.098,180,174.098
