x,y,z,peakV_mps,log_argmax_hits,is_blowup
558234.000,3744850.000,-540.213,11.934,18,0
561927.000,3742510.000,-262.950,11.9296,42,0
563087.000,3741710.000,-53.199,11.9249,181,0
562525.000,3742160.000,-264.633,11.9199,55,0
558275.000,3744660.000,-243.503,11.9059,36,0
561810.000,3742550.000,-210.192,11.8993,106,0
562720.000,3741960.000,-106.168,11.8953,108,0
560570.000,3743410.000,-438.046,11.8934,153,0
575880.000,3733410.000,-637.098,11.879,152,0
559527.000,3744090.000,-556.283,11.8728,83,0
548867.000,3749840.000,-261.281,11.8479,12,0
553358.000,3747710.000,-301.947,11.8272,109,0
580389.000,3729050.000,-507.618,11.8016,135,0
576261.000,3733090.000,-637.736,11.8001,107,0
610613.000,3699350.000,-60.441,11.786,190,0
579541.000,3729970.000,-640.787,11.7858,189,0
548106.000,3750280.000,-445.538,11.774,48,0
562588.000,3742180.000,-380.549,11.7678,82,0
568595.000,3738510.000,-292.450,11.7589,174,0
552020.000,3748260.000,-64.403,11.7507,10,0
560199.000,3743530.000,-259.411,11.7462,41,0
560410.000,3743410.000,-259.766,11.7373,104,0
559980.000,3743660.000,-258.660,11.7237,81,0
563340.000,3741560.000,-53.655,11.6983,108,0
560144.000,3743660.000,-437.243,11.6969,52,0
553323.000,3747900.000,-619.128,11.6894,91,0
548185.000,3750150.000,-266.457,11.6854,5,0
557309.000,3745130.000,-47.279,11.682,22,0
563826.000,3741270.000,-54.499,11.6813,99,0
575845.000,3733560.000,-831.347,11.6809,192,0
551576.000,3748490.000,-68.451,11.6747,37,0
572756.000,3735740.000,-305.387,11.6443,174,0
552249.000,3748380.000,-516.590,11.6367,121,0
580543.000,3729030.000,-702.000,11.6357,150,0
564738.000,3740850.000,-280.788,11.6313,168,0
565038.000,3740880.000,-658.134,11.6272,126,0
577514.000,3731840.000,-509.683,11.6249,151,0
564592.000,3740850.000,-111.769,11.6219,189,0
559891.000,3743600.000,-51.858,11.6197,70,0
581677.000,3727860.000,-633.428,11.6161,228,0
560120.000,3743470.000,-51.858,11.6044,20,0
563241.000,3741650.000,-106.854,11.602,132,0
551482.000,3748570.000,-142.063,11.6019,76,0
563875.000,3741360.000,-271.651,11.5881,76,0
578459.000,3731020.000,-639.045,11.5839,133,0
562353.000,3742140.000,-52.969,11.5827,79,0
553385.000,3747760.000,-426.702,11.5819,77,0
576998.000,3732200.000,-316.730,11.5813,145,0
579112.000,3730430.000,-704.138,11.5786,141,0
562806.000,3741880.000,-53.199,11.5778,106,0
550667.000,3748970.000,-193.979,11.5721,6,0
562290.000,3742210.000,-105.727,11.5674,54,0
552849.000,3748250.000,-822.082,11.5638,51,0
568260.000,3738690.000,-235.465,11.5625,196,0
578030.000,3731470.000,-704.033,11.5588,110,0
580279.000,3729120.000,-442.984,11.5548,61,0
576099.000,3732900.000,-126.302,11.5514,120,0
561441.000,3742900.000,-439.940,11.5482,45,0
551084.000,3749090.000,-790.630,11.5389,34,0
574351.000,3734510.000,-313.664,11.5379,128,0
565599.000,3740350.000,-289.862,11.537,202,0
578957.000,3730450.000,-509.348,11.5355,148,0
552369.000,3748110.000,-125.160,11.5298,104,0
582899.000,3726620.000,-490.731,11.5141,201,0
562488.000,3742450.000,-760.308,11.5062,50,0
563730.000,3741360.000,-108.154,11.4932,127,0
583843.000,3725620.000,-293.354,11.4898,169,0
552377.000,3748600.000,-1037.410,11.4866,13,0
576411.000,3732870.000,-508.738,11.4657,177,0
563523.000,3741540.000,-214.619,11.4611,109,0
568438.000,3738500.000,-117.262,11.4591,163,0
574738.000,3734380.000,-635.347,11.4536,215,0
561873.000,3742640.000,-441.271,11.4522,31,0
548727.000,3749840.000,-135.394,11.4483,26,0
568908.000,3738540.000,-669.191,11.4443,229,0
565332.000,3740380.000,-57.247,11.4336,106,0
564887.000,3740870.000,-465.431,11.4207,134,0
552309.000,3748250.000,-318.369,11.4096,40,0
564455.000,3741120.000,-459.591,11.4049,42,0
572654.000,3736040.000,-685.048,11.3973,148,0
552788.000,3748390.000,-1024.180,11.3959,4,0
552768.000,3748090.000,-428.011,11.3885,33,0
577153.000,3732180.000,-509.904,11.3854,124,0
564687.000,3740760.000,-56.340,11.3826,63,0
576641.000,3732750.000,-638.826,11.3754,201,0
577763.000,3731560.000,-444.729,11.3674,124,0
583545.000,3725850.000,-236.748,11.3597,140,0
565169.000,3740600.000,-285.327,11.3406,159,0
584284.000,3725170.000,-231.585,11.3304,120,0
560311.000,3743350.000,-51.977,11.3283,61,0
570177.000,3737740.000,-661.498,11.3195,228,0
577875.000,3731490.000,-509.541,11.3152,115,0
580302.000,3728960.000,-251.892,11.3126,27,0
575499.000,3733740.000,-636.505,11.3123,187,0
565452.000,3740340.000,-115.401,11.3091,180,0
561045.000,3743450.000,-1016.530,11.3063,39,0
562454.000,3742400.000,-632.087,11.305,35,0
578485.000,3730860.000,-444.509,11.3032,103,0
564471.000,3740890.000,-55.430,11.2991,61,0
574391.000,3734560.000,-441.056,11.2988,108,0
576295.000,3732930.000,-443.764,11.2958,91,0
580990.000,3728410.000,-441.029,11.2951,131,0
563597.000,3741410.000,-53.655,11.2941,17,0
581653.000,3728020.000,-828.519,11.2855,111,0
584160.000,3725590.000,-667.760,11.2791,150,0
562167.000,3742260.000,-52.758,11.275,6,0
586368.000,3723550.000,-635.552,11.264,232,0
572430.000,3735930.000,-241.904,11.2632,179,0
563591.000,3741630.000,-448.180,11.2625,106,0
573567.000,3735350.000,-630.874,11.261,202,0
564161.000,3741100.000,-109.929,11.2471,78,0
571832.000,3736610.000,-674.630,11.2471,106,0
567323.000,3739310.000,-299.326,11.23,205,0
578287.000,3730840.000,-126.566,11.2298,101,0
578124.000,3731210.000,-444.617,11.2261,104,0
577583.000,3731730.000,-444.785,11.2241,142,0
564402.000,3741020.000,-221.718,11.2237,71,0
580413.000,3728900.000,-314.707,11.2166,8,0
578820.000,3730670.000,-638.963,11.2148,59,0
576567.000,3732860.000,-703.360,11.2131,140,0
571678.000,3736600.000,-481.608,11.2105,144,0
562027.000,3742650.000,-630.618,11.1988,20,0
565318.000,3740610.000,-471.207,11.1962,64,0
562134.000,3742390.000,-263.580,11.1938,17,0
565003.000,3741080.000,-981.147,11.1916,39,0
610791.000,3699170.000,-60.441,11.1893,176,0
582034.000,3727510.000,-630.939,11.1889,214,0
559219.000,3744300.000,-614.831,11.1818,1,0
567166.000,3739300.000,-119.901,11.1806,202,0
582369.000,3727320.000,-820.442,11.1779,136,0
565900.000,3740380.000,-670.665,11.1695,166,0
572911.000,3735750.000,-495.981,11.1686,117,0
559269.000,3743970.000,-50.434,11.1684,3,0
575914.000,3733260.000,-443.164,11.1638,81,0
568752.000,3738530.000,-478.235,11.1626,173,0
575424.000,3733840.000,-701.030,11.1588,87,0
577179.000,3732030.000,-316.734,11.1572,62,0
579745.000,3729640.000,-444.525,11.1512,164,0
578098.000,3731360.000,-639.162,11.1504,58,0
581148.000,3728040.000,-125.157,11.1471,104,0
578073.000,3731520.000,-834.036,11.1444,48,0
578803.000,3730470.000,-316.324,11.1428,99,0
577738.000,3731710.000,-639.289,11.1425,86,0
579181.000,3730320.000,-639.322,11.1422,71,0
550230.000,3749090.000,-23.925,11.1393,67,0
577360.000,3731860.000,-316.664,11.1347,39,0
578768.000,3730980.000,-1029.320,11.1298,130,0
564256.000,3741020.000,-55.430,11.1289,67,0
580745.000,3728700.000,-506.610,11.1253,167,0
561255.000,3743080.000,-565.159,11.1249,64,0
561191.000,3742830.000,-52.338,11.1117,41,0
575118.000,3734060.000,-635.913,11.1111,105,0
565749.000,3740360.000,-476.978,11.1075,168,0
584002.000,3725600.000,-478.312,11.1041,125,0
568529.000,3738410.000,-58.396,11.0998,17,0
577308.000,3732170.000,-704.474,11.0851,100,0
577403.000,3731900.000,-444.872,11.079,58,0
569719.000,3737720.000,-114.513,11.0767,131,0
580610.000,3728920.000,-636.856,11.0733,93,0
579923.000,3729470.000,-444.041,11.0725,106,0
581100.000,3728350.000,-505.605,11.0714,71,0
575343.000,3733740.000,-442.353,11.0698,48,0
581124.000,3728190.000,-313.132,11.0662,75,0
575153.000,3733910.000,-442.073,11.0657,99,0
560732.000,3743420.000,-627.141,11.0646,32,0
581321.000,3728210.000,-634.721,11.0631,144,0
582169.000,3727300.000,-500.202,11.0622,153,0
573066.000,3735750.000,-690.231,11.0453,128,0
586210.000,3723570.000,-449.675,11.044,163,0
565022.000,3740590.000,-113.586,11.0397,51,0
563424.000,3741630.000,-267.818,11.0392,59,0
578932.000,3730610.000,-703.881,11.0205,40,0
579677.000,3729750.000,-509.942,11.0203,102,0
583862.000,3725820.000,-607.546,11.0199,40,0
569176.000,3738260.000,-475.246,11.0167,177,0
566121.000,3740000.000,-236.224,11.01,147,0
585636.000,3724230.000,-646.013,11.0083,198,0
575649.000,3733530.000,-507.439,11.001,79,0
550035.000,3749820.000,-1238.000,10.9902,27,0
576787.000,3732530.000,-509.663,10.9894,106,0
579206.000,3730170.000,-444.618,10.9792,109,0
569869.000,3737720.000,-285.672,10.9766,118,0
562960.000,3741900.000,-265.764,10.9758,123,0
567082.000,3739890.000,-1072.440,10.9747,106,0
580188.000,3729380.000,-703.185,10.9737,105,0
565875.000,3740070.000,-117.210,10.969,37,0
581859.000,3727340.000,-124.263,10.9622,73,0
584317.000,3725030.000,-57.896,10.9615,100,0
575113.000,3733860.000,-314.535,10.9598,12,0
578597.000,3730800.000,-509.324,10.959,83,0
577428.000,3731750.000,-253.312,10.9584,23,0
570023.000,3737730.000,-470.080,10.9571,195,0
582741.000,3726630.000,-303.123,10.9477,46,0
562379.000,3742310.000,-379.917,10.9474,41,0
579947.000,3729310.000,-252.532,10.9443,54,0
579899.000,3729620.000,-639.286,10.9423,62,0
582785.000,3726680.000,-427.920,10.9395,86,0
578150.000,3731060.000,-253.168,10.9364,63,0
580899.000,3728680.000,-700.905,10.9362,132,0
567636.000,3739330.000,-679.228,10.9331,173,0
582418.000,3727020.000,-432.396,10.9287,89,0
572380.000,3736080.000,-425.828,10.9282,103,0
564307.000,3741110.000,-276.217,10.9278,105,0
586834.000,3722820.000,-211.340,10.9211,182,0
579515.000,3730130.000,-836.370,10.9206,57,0
610970.000,3699000.000,-60.469,10.9201,150,0
561136.000,3743360.000,-951.248,10.92,66,0
581835.000,3727490.000,-311.189,10.9181,78,0
582374.000,3726970.000,-306.679,10.9081,17,0
574888.000,3734170.000,-506.324,10.9034,89,0
571354.000,3737250.000,-1185.470,10.9025,156,0
577377.000,3732060.000,-639.511,10.8929,75,0
582443.000,3726860.000,-244.725,10.8921,86,0
567928.000,3739550.000,-1394.670,10.891,166,0
584205.000,3725630.000,-795.861,10.8852,49,0
587828.000,3722180.000,-617.057,10.8844,171,0
583793.000,3725920.000,-672.222,10.8834,103,0
552190.000,3748520.000,-718.552,10.8759,3,0
583153.000,3726340.000,-423.810,10.8757,126,0
563406.000,3741800.000,-572.680,10.8693,30,0
580591.000,3728720.000,-314.235,10.8665,78,0
566460.000,3739830.000,-298.531,10.8574,155,0
574205.000,3735120.000,-1089.110,10.8534,191,0
586054.000,3723590.000,-271.476,10.8509,132,0
574426.000,3734400.000,-251.004,10.8498,66,0
568205.000,3738830.000,-417.966,10.8439,18,0
605273.000,3704620.000,-60.937,10.8423,53,0
583495.000,3726160.000,-611.894,10.8345,126,0
571867.000,3736660.000,-803.445,10.8334,74,0
578305.000,3731040.000,-444.562,10.8313,42,0
578665.000,3730690.000,-444.467,10.8291,39,0
587143.000,3722910.000,-752.529,10.8274,168,0
577068.000,3732100.000,-253.405,10.8241,19,0
578339.000,3731430.000,-1094.610,10.8236,118,0
577789.000,3731400.000,-253.238,10.8203,11,0
571987.000,3736620.000,-869.710,10.8201,132,0
565435.000,3740830.000,-987.623,10.8185,11,0
575568.000,3733430.000,-252.051,10.8148,68,0
575268.000,3733850.000,-506.878,10.8124,100,0
584583.000,3724940.000,-286.891,10.8097,135,0
567904.000,3739060.000,-484.274,10.8095,32,0
587097.000,3722870.000,-626.380,10.8071,70,0
567299.000,3739510.000,-617.436,10.8066,12,0
568171.000,3738780.000,-294.803,10.8064,70,0
573890.000,3735140.000,-698.286,10.803,72,0
563315.000,3741890.000,-635.196,10.8026,19,0
574576.000,3734190.000,-125.588,10.7995,64,0
581302.000,3728020.000,-312.653,10.7982,10,0
583127.000,3726490.000,-616.289,10.7968,101,0
574461.000,3734250.000,-62.751,10.7963,108,0
584896.000,3724910.000,-658.740,10.7928,133,0
580034.000,3729400.000,-508.706,10.7907,21,0
576376.000,3733030.000,-702.709,10.7855,14,0
575983.000,3732950.000,-63.101,10.7846,41,0
570737.000,3737220.000,-407.810,10.7819,121,0
572089.000,3736320.000,-486.402,10.7801,92,0
564902.000,3740630.000,-56.340,10.7796,9,0
564175.000,3741390.000,-645.102,10.7766,25,0
566739.000,3739560.000,-119.962,10.7732,144,0
575049.000,3734360.000,-1025.060,10.773,139,0
584739.000,3724920.000,-470.062,10.7716,112,0
569446.000,3737990.000,-287.765,10.771,194,0
572020.000,3736210.000,-238.891,10.7664,79,0
562667.000,3742280.000,-632.804,10.7663,12,0
582345.000,3727470.000,-1015.990,10.7651,47,0
610906.000,3699120.000,-120.911,10.7635,28,0
567044.000,3739340.000,-60.093,10.7606,54,0
585310.000,3724620.000,-780.917,10.7604,138,0
582468.000,3726710.000,-61.181,10.76,86,0
574807.000,3734080.000,-251.347,10.7598,42,0
573928.000,3735190.000,-827.349,10.7569,109,0
574922.000,3734020.000,-314.271,10.7549,1,0
568103.000,3738680.000,-58.866,10.7509,60,0
580966.000,3728570.000,-635.797,10.7445,49,0
567793.000,3739350.000,-873.003,10.7441,141,0
563657.000,3741490.000,-269.118,10.7411,37,0
574048.000,3735130.000,-893.295,10.7264,163,0
569901.000,3737770.000,-406.681,10.7182,84,0
572999.000,3736110.000,-1206.770,10.716,58,0
576756.000,3732690.000,-703.916,10.7148,55,0
611153.000,3698830.000,-60.469,10.7131,135,0
581812.000,3727640.000,-503.060,10.7078,56,0
571422.000,3736900.000,-669.455,10.704,85,0
571200.000,3736790.000,-232.870,10.7038,84,0
580140.000,3729690.000,-1095.890,10.7026,74,0
585478.000,3724250.000,-459.309,10.7,97,0
564765.000,3740900.000,-400.287,10.6991,2,0
583634.000,3725940.000,-482.421,10.6951,117,0
580946.000,3728370.000,-313.449,10.6948,3,0
562803.000,3742060.000,-381.244,10.6923,75,0
579627.000,3730060.000,-902.182,10.6863,21,0
560517.000,3743550.000,-627.508,10.6856,5,0
575949.000,3733110.000,-252.406,10.6754,65,0
579652.000,3729910.000,-705.710,10.6745,35,0
567726.000,3739240.000,-614.183,10.6724,4,0
583913.000,3725510.000,-234.167,10.6715,16,0
579615.000,3729510.000,-63.294,10.664,29,0
583057.000,3726600.000,-681.253,10.6617,126,0
566184.000,3739850.000,-59.056,10.6584,76,0
566307.000,3739820.000,-118.925,10.6583,141,0
582759.000,3726830.000,-620.853,10.6574,48,0
560596.000,3743300.000,-260.041,10.6522,9,0
569599.000,3737760.000,-57.460,10.6489,75,0
581630.000,3728170.000,-1024.580,10.6393,17,0
582689.000,3726940.000,-686.085,10.6281,98,0
583374.000,3726570.000,-1065.880,10.6268,147,0
584801.000,3724630.000,-113.803,10.6207,12,0
584809.000,3724820.000,-405.690,10.6165,58,0
574663.000,3734490.000,-699.902,10.6162,39,0
577126.000,3732340.000,-704.724,10.615,3,0
581967.000,3727620.000,-696.140,10.6106,32,0
611335.000,3698660.000,-60.814,10.6067,193,0
570443.000,3737460.000,-469.573,10.5991,144,0
573380.000,3735760.000,-1082.020,10.5914,164,0
579232.000,3730020.000,-253.163,10.5901,62,0
589669.000,3720670.000,-921.330,10.5859,153,0
573537.000,3735760.000,-1277.540,10.5826,134,0
583520.000,3726000.000,-419.800,10.5805,17,0
573152.000,3735660.000,-627.071,10.5765,130,0
567479.000,3739320.000,-487.376,10.5761,154,0
581701.000,3727710.000,-438.889,10.5756,3,0
581369.000,3727910.000,-249.994,10.57,76,0
587580.000,3722130.000,-206.031,10.569,53,0
587868.000,3721890.000,-254.824,10.5595,112,0
585363.000,3724310.000,-398.041,10.5576,137,0
581456.000,3728000.000,-504.541,10.5546,70,0
586573.000,3723230.000,-445.446,10.5473,129,0
572174.000,3736220.000,-423.568,10.5432,147,0
573012.000,3735450.000,-123.160,10.5422,68,0
572329.000,3736230.000,-617.001,10.5362,59,0
575274.000,3734050.000,-830.411,10.5351,37,0
584432.000,3724970.000,-115.145,10.5344,128,0
568039.000,3739270.000,-1001.230,10.5336,64,0
568014.000,3738770.000,-118.204,10.5329,29,0
566028.000,3740090.000,-294.378,10.5259,60,0
587668.000,3722200.000,-432.743,10.5225,95,0
570597.000,3737460.000,-661.414,10.522,70,0
566400.000,3739730.000,-59.869,10.5171,32,0
585266.000,3724570.000,-653.230,10.5151,40,0
570793.000,3737080.000,-229.956,10.5076,58,0
585285.000,3724770.000,-976.242,10.5039,6,0
569600.000,3738000.000,-472.343,10.503,35,0
582969.000,3726510.000,-425.768,10.5,16,0
569295.000,3737990.000,-115.385,10.4999,119,0
571096.000,3737080.000,-601.930,10.4904,58,0
579318.000,3730110.000,-509.906,10.4832,96,0
572140.000,3736170.000,-299.367,10.4775,51,0
580942.000,3728720.000,-831.046,10.4691,24,0
573734.000,3735150.000,-503.351,10.469,132,0
566362.000,3740180.000,-806.139,10.4678,38,0
585107.000,3724590.000,-465.493,10.4637,102,0
585427.000,3724020.000,-55.588,10.4634,44,0
566616.000,3739600.000,-59.869,10.4631,59,0
580658.000,3728610.000,-251.262,10.46,32,0
567836.000,3738950.000,-237.352,10.4548,33,0
571936.000,3736770.000,-1063.140,10.4538,10,0
587554.000,3722270.000,-371.970,10.4458,81,0
579473.000,3730080.000,-705.685,10.4416,13,0
579489.000,3730280.000,-1032.650,10.4396,40,0
570557.000,3737170.000,-114.442,10.4391,102,0
584656.000,3724840.000,-228.994,10.4356,26,0
570849.000,3736940.000,-57.489,10.4318,70,0
570994.000,3737380.000,-987.476,10.4303,103,0
569733.000,3738200.000,-987.865,10.4283,15,0
585913.000,3723800.000,-390.405,10.4214,124,0
569199.000,3738760.000,-1383.410,10.4189,14,0
587704.000,3721940.000,-102.337,10.4147,41,0
581503.000,3727690.000,-124.807,10.4127,24,0
570752.000,3737470.000,-856.173,10.4066,4,0
566769.000,3739860.000,-681.051,10.4064,105,0
569788.000,3738060.000,-791.869,10.4059,19,0
570705.000,3737170.000,-286.910,10.4006,63,0
584966.000,3724800.000,-594.367,10.3963,98,0
569537.000,3737900.000,-229.839,10.3954,22,0
570380.000,3737360.000,-227.813,10.3904,49,0
585451.000,3724400.000,-649.945,10.39,34,0
585706.000,3724120.000,-581.712,10.3759,81,0
566613.000,3739850.000,-487.571,10.3723,99,0
583317.000,3725970.000,-119.020,10.3575,71,0
587370.000,3722440.000,-373.964,10.3563,106,0
570943.000,3737080.000,-409.730,10.3444,34,0
582237.000,3727190.000,-434.714,10.3393,14,0
590727.000,3719430.000,-602.607,10.3389,111,0
565994.000,3740290.000,-608.075,10.3371,9,0
573613.000,3735200.000,-437.961,10.3368,65,0
568997.000,3738450.000,-604.513,10.3274,86,0
570630.000,3737510.000,-790.777,10.3194,3,0
566925.000,3739880.000,-876.458,10.3188,97,0
571114.000,3737340.000,-1053.480,10.3179,82,0
583812.000,3726130.000,-995.333,10.3048,2,0
588030.000,3721870.000,-428.275,10.3035,94,0
571217.000,3737490.000,-1444.420,10.3001,20,0
586732.000,3723210.000,-630.961,10.2981,115,0
584598.000,3725140.000,-598.853,10.2901,19,0
569144.000,3738900.000,-1579.730,10.2827,76,0
581563.000,3728280.000,-1090.180,10.2819,33,0
574201.000,3734720.000,-440.782,10.2587,17,0
586773.000,3722920.000,-264.838,10.2587,65,0
588192.000,3721850.000,-611.826,10.2563,105,0
574281.000,3734810.000,-699.551,10.2535,14,0
586934.000,3722890.000,-441.228,10.2497,56,0
585844.000,3723910.000,-454.067,10.2483,65,0
587531.000,3722420.000,-558.746,10.245,53,0
590795.000,3719320.000,-541.190,10.2381,76,0
574195.000,3734520.000,-125.411,10.2349,32,0
570266.000,3737640.000,-597.443,10.2349,80,0
588588.000,3721220.000,-250.314,10.2188,78,0
587301.000,3722550.000,-437.008,10.2172,61,0
588917.000,3721160.000,-606.579,10.2161,85,0
611518.000,3698490.000,-60.814,10.2096,139,0
574362.000,3735110.000,-1284.360,10.2083,20,0
585796.000,3724220.000,-835.702,10.1752,45,0
590127.000,3719710.000,-198.688,10.1687,69,0
570684.000,3737370.000,-598.044,10.167,22,0
566863.000,3739770.000,-617.410,10.1629,18,0
566986.000,3739480.000,-240.372,10.1444,52,0
566243.000,3739960.000,-296.093,10.1405,20,0
592264.000,3717640.000,-208.882,10.1371,51,0
571052.000,3736790.000,-58.218,10.1246,16,0
585259.000,3724930.000,-1171.360,10.1096,36,0
570530.000,3737360.000,-406.203,10.0773,10,0
569331.000,3738270.000,-665.956,10.0721,31,0
573303.000,3735210.000,-61.933,10.0612,13,0
585024.000,3724500.000,-226.219,10.0443,16,0
589765.000,3720050.000,-199.041,10.0413,59,0
570846.000,3738070.000,-2034.870,10.0408,22,0
569053.000,3738300.000,-412.147,10.0312,7,0
584636.000,3725540.000,-1244.480,10.0246,8,0
585904.000,3723610.000,-108.994,10.0228,6,0
585760.000,3723820.000,-219.331,10.0205,12,0
