time,displacement,reaction_force,max_damage
2e-05,2e-05,0,1
4e-05,4e-05,0,1
6e-05,6e-05,0,1
8e-05,8e-05,0,1
0.0001,0.0001,0,1
0.00012,0.00012,0,1
0.00014,0.00014,0,1
0.00016,0.00016,0,1
